Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Fire-2nd Alarm,108-14 roosevelt avenue,queens,10/23/15 3:36,10/23/15 5:44,40.75084363,-73.85830618
Fire-High Rise,260 65 street,Brooklyn,8/24/14 2:35,11/2/14 12:30,40.63982823,-74.02442609
Structural-Shaking Building,205 West 39 St,Manhattan,7/20/11 19:18,7/20/11 19:38,40.75435294,-73.98883614
Fire-Hospital,489 Clarkson Ave,Brooklyn,7/21/11 9:48,7/21/11 12:57,40.65584632,-73.94315668
HazMat-Liquid,Sanford Street & Willoughby Ave,Brooklyn,7/10/11 11:45,7/21/11 21:25,40.69330875,-73.95309919
Structural-Crane Worker Injury,109-09 Sutphin Blvd,Queens,11/19/11 21:04,11/19/11 22:11,40.69141435,-73.797877
LawEnforcement-Suspicious Package,244  W 42 St,Manhattan,5/29/13 9:21,5/29/13 10:05,40.75680948,-73.98880324
Structural-Crane,500 East 30th Street,Manhattan,5/29/13 11:48,5/29/13 12:09,40.74090093,-73.97248753
Law Enforcement-Suspicious Package,130 Leroy Street,Manhattan,10/6/15 0:50,10/6/15 1:39,40.73035582,-74.0083347
Utility-Power Outage,18-18 Hazen Street,Queens,10/3/15 9:16,10/7/15 0:53,40.79427511,-73.88415198
Fire-3rd Alarm,641 Delafield avenue,Staten Island,9/30/15 2:29,10/7/15 13:20,40.63013117,-74.12008084
Law Enforcement-Suspicious Package,5993 Riverdale Avenue,Bronx,10/7/15 16:54,10/7/15 18:32,40.90817918,-73.90375338
Fire-1st Alarm,228 West Tremont Ave,Bronx,9/2/11 15:00,9/2/11 16:28,40.85285735,-73.91817673
Fire-Manhole,86-50 127th Street,Queens,7/30/13 3:58,7/30/13 18:56,40.70229927,-73.82409994
Utility-Water Main,66 Boerum Place,Brooklyn,8/20/13 10:24,8/21/13 10:18,40.68951914,-73.9903218
Fire-School,1 Peck Slip,Manhattan,10/7/15 17:55,10/7/15 19:35,40.70876582,-74.00240582
Utility-Water Main,2840 Brighton 4th Street,Brooklyn,10/8/15 3:06,10/8/15 14:28,40.58191563,-73.96437005
Utility-Sewer Service,1815 Bruckner Blvd,Bronx,10/11/15 20:19,10/11/15 21:26,40.82572414,-73.86401468
Fire-Other,10 Richmond Terrace,Staten Island,10/13/15 11:14,10/13/15 12:59,40.64221616,-74.07520148
Utility-Water Service Line,Horace Harding Expressway & 108 Street,Queens,10/13/15 14:36,10/13/15 16:08,,
Fire-Haz Mat,3116 Clarendon Road,Brooklyn,10/21/15 13:31,10/21/15 14:33,40.64331297,-73.94754187
Fire-1st Alarm,151 Ten Eyck Walk,Brooklyn,10/21/15 13:39,10/21/15 15:03,40.71020418,-73.94394715
Utility-Water Main,58 Street & Lexington Avenue,Manhattan,10/21/15 16:29,10/21/15 18:14,40.76160083,-73.96864178
Fire-1st Alarm,53-49 99th Street,Queens,7/22/11 16:15,7/22/11 17:10,40.7399666,-73.86090586
Utility-Power Outage,99 Vandalia Ave,Brooklyn,7/22/11 23:45,7/23/11 1:12,40.65046475,-73.88548643
LawEnforcement-Suspicious Package,2 Hanson Place,Brooklyn,11/22/11 14:24,11/22/11 15:06,40.68509282,-73.97772793
Structural-Life Safety Violations,3303 Bronxwood Avenue,Bronx,11/22/11 14:51,11/22/11 15:47,,
Utility-Manhole,E 23 ST & 1 Ave,Manhattan,5/21/12 9:52,5/21/12 10:27,40.73679057,-73.97849729
Structural-Construction Accident,Liberty Street & Greenwich Street,Manhattan,5/21/12 11:29,5/21/12 12:03,40.7101293,-74.01262089
Structural-Construction Accident,237 W 54 St,Manhattan,5/21/12 11:20,5/21/12 12:55,40.7642635,-73.98299722
Fire-10-77 (Residential High Rise),123 W 57 St,Manhattan,5/22/12 7:13,5/22/12 9:26,40.76469633,-73.9780623
HazMat-Other,95 Prospect Park West,Brooklyn,10/21/15 19:38,10/22/15 0:17,40.667317,-73.97457255
Law Enforcement-Other,155 Tompkins Avenue,Staten Island,10/22/15 14:50,10/22/15 15:22,40.6205337,-74.07726631
Fire-10-77 (Residential High Rise Fire),1935 Eastchester Road,Bronx,10/22/15 15:38,10/23/15 13:37,40.85211902,-73.84371114
Fire-3rd Alarm,358 Bedford Park Blvd,Bronx,10/25/15 9:35,10/25/15 14:56,40.86838557,-73.88455798
Fire-2nd Alarm,119-56 Long Street,Queens,11/21/16 5:15,,40.71400364,-73.82998933
Fire-1st Alarm,150-05 Cohancy Street,Queens,11/20/16 13:03,,40.71400364,-73.82998933
Rescue-Other,420 East 62 Street,Manhattan,10/25/15 17:14,10/25/15 17:25,40.76107104,-73.9596429
Fire-Nursing Home,25 Fanning Street,Staten Island,10/26/15 0:38,10/26/15 3:12,40.60780192,-74.1230083
Structural-Crane,,Brooklyn,11/18/16 13:12,,,
Fire-Other,,Bronx,12/7/16 12:45,12/8/16 5:25,,
Structural-Falling Debris,1 State Street,Manhattan,12/22/16 11:19,12/22/16 12:18,40.71442154,-74.00607638
Utility-Gas Main Rupture,Flatbush Ave & Shore Parkway,Brooklyn,8/21/14 21:53,11/2/14 12:31,40.59651127,-73.90787552
Fire-Haz Mat,330 belmont avenue,Brooklyn,10/23/14 2:11,11/2/14 12:32,40.67029361,-73.8977305
Utility-Water Main,105-73 Avenue N,Brooklyn,7/23/11 7:05,7/23/11 23:14,40.61405975,-73.97380044
Utility-Water Main,2 Avenue & East 71 Street,Manhattan,7/22/11 17:28,7/25/11 9:38,40.76811926,-73.95886244
Rescue-Confined Space,Columbia St & Degraw St,Brooklyn,7/25/11 12:32,7/25/11 14:07,40.68573723,-74.00236533
LawEnforcement-Suspicious Package,West 33 Street & 7 Avenue,Manhattan,7/26/11 9:12,7/26/11 9:27,40.75031836,-73.9911106
LawEnforcement-Suspicious Package,Stanhope Street & St. Nicholas Avenue,Brooklyn,8/21/13 18:37,8/21/13 20:31,40.70455262,-73.91660952
Structural-Collapse,81 Cabrini Blvd,Manhattan,6/8/13 4:47,8/22/13 14:48,40.85088656,-73.94042
HazMat-Other,737 Park Avenue,Manhattan,10/26/15 18:18,10/26/15 20:43,40.77056386,-73.96420414
Utility-Gas Low Pressure,52-10 73rd Street,Queens,10/26/15 10:33,10/26/15 23:45,40.73351802,-73.89034476
Structural-Street Collapse,Whitlock Ave & East 165 St,Bronx,10/26/15 17:05,10/27/15 19:45,40.82528458,-73.88647551
Structural-Stability Problem,42-15 69th Street,Queens,10/29/15 18:06,10/31/15 12:25,40.74242969,-73.89566383
Structural-Life Safety Violations,,Queens,10/22/12 16:24,12/18/12 9:57,,
Fire-3rd Alarm,225 East 149 Street,Bronx,4/13/13 8:00,4/13/13 13:00,40.81778959,-73.9242858
Medical-Spray/Larvaciding,Union Turnpike & 195 Place,Queens,8/20/13 22:35,8/22/13 21:21,,
Structural-Sidewalk Shed,444 Madison Avenue,Manhattan,8/26/13 10:08,8/26/13 12:28,40.7575815,-73.97580505
Rescue-Confined Space,2407  East 23rd Street,Brooklyn,8/26/13 14:20,8/26/13 16:41,40.59266314,-73.94717479
Fire-5th Alarm,78-15 68th Ave,Queens,9/9/13 20:43,9/10/13 4:58,40.71105286,-73.87487861
Utility-Water Main,West 155 Street  & St Nicholas Avenue,Manhattan,9/11/13 0:19,9/11/13 3:34,40.83089184,-73.94136659
LawEnforcement-Suspicious Package,West Houston Street & MacDougal Street,Manhattan,9/12/13 11:03,9/12/13 13:49,40.72803404,-74.00215035
LawEnforcement-Suspicious Package,Henderson Avenue  & Kissel Avenue,Staten Island,9/12/13 13:05,9/12/13 14:24,,
HazMat-White Powder,1745 Broadway,Manhattan,9/16/13 13:52,9/16/13 17:13,40.76529812,-73.98205114
Utility-Other,East Kingsbridge & East 194 Street,Bronx,7/13/15 10:10,7/14/15 11:34,40.86538321,-73.89346798
Structural-Other,750 Drake Street,Bronx,11/4/15 8:38,11/4/15 10:36,40.81622362,-73.88308414
Fire-Haz Mat,199 Chambers Street,Manhattan,11/10/15 15:48,11/10/15 16:42,40.71683755,-74.01211713
Law Enforcement-Suspicious Package,83 burton avenue,staten island,11/10/15 22:08,11/11/15 4:00,40.51743712,-74.20558922
Structural-Stability Problem,3405 Kings Highway,Brooklyn,8/4/14 16:10,11/2/14 12:32,40.62032798,-73.94157677
Fire-4th Alarm,4523 Hill Avenue,Bronx,7/30/14 14:06,11/2/14 12:33,40.89660724,-73.84128072
Utility-Water Main,630 Lenox Ave,Manhattan,7/26/11 8:44,7/26/11 10:17,40.81809691,-73.9379312
Utility-Gas Service Line,Columbus Avenue & West 60th Street,Manhattan,7/26/11 18:17,7/27/11 5:41,40.76984923,-73.98431353
Fire-Manhole,261 Hicks St,Brooklyn,11/23/11 15:44,11/23/11 17:17,40.69367233,-73.99658862
Utility-Tractor Trailer into Sinkhole,190-11 Quencer Rd,Queens,11/23/11 14:52,11/23/11 17:22,40.69533306,-73.76291733
Utility-Water Main,Duane Street & Lafayette Street,Manhattan,11/23/11 7:01,11/23/11 21:22,40.71415102,-74.00340521
Fire-1st Alarm,615 President Street,Brooklyn,11/24/11 12:42,11/24/11 15:28,40.67633779,-73.98231663
Fire-1st Alarm,750 E 163 St,Bronx,5/23/12 14:25,5/23/12 17:13,40.82294014,-73.90411152
Law Enforcement-Suspicious Package,713 Caton Avenue,Brooklyn,11/5/15 18:53,11/12/15 16:17,40.64758999,-73.97336205
Fire-2nd Alarm,1181 Broadway,Manhattan,11/21/11 18:17,11/21/11 19:42,40.74512509,-73.98876912
Utility-Water Main,470 Clarkson Avenue,Brooklyn,9/25/13 4:46,9/25/13 23:35,40.65578085,-73.94398207
LawEnforcement-Suspicious Vehicle,East 42 Street & 1st Avenue,Manhattan,9/26/13 11:54,9/26/13 12:53,40.74879965,-73.96984602
LawEnforcement-Suspicious Package,East Houston Street & Broadway,Manhattan,12/9/13 11:58,12/9/13 12:36,40.72543199,-73.99677099
Utility-Power Outage,,Brooklyn,3/20/14 5:50,3/20/14 7:18,,
HazMat-Liquid,464 1 Street,Brooklyn,4/13/14 17:00,4/13/14 17:00,40.67139624,-73.97691779
Law Enforcement-Suspicious Package,,Brooklyn,6/5/14 22:18,6/5/14 23:33,,
Transportation-Other,Brooklyn Queens Expressway  & Flushing Avenue,Brooklyn,11/13/15 12:24,11/13/15 15:40,40.69811002,-73.96239659
Fire-Brush,Kissam Avenue & Mill Road,Staten Island,11/13/15 14:07,11/13/15 17:47,40.55728193,-74.11417032
Transportation-Train Subway,,Brooklyn,11/14/15 4:10,11/14/15 6:24,40.74328869,-73.91203121
Fire-2nd Alarm,339 Grant Avenue,Brooklyn,11/14/15 6:08,11/14/15 7:22,40.68224315,-73.86700057
Rescue-Other,29-85 Northern Blvd,Queens,11/14/15 7:41,11/14/15 9:36,40.75059415,-73.93517531
Fire-2nd Alarm,316 West 36 Street,Manhattan,11/14/15 16:52,11/14/15 18:29,,
Utility-Water Main,889 5th Avenue,Brooklyn,11/15/15 3:55,11/16/15 0:22,40.65138905,-74.003766
Fire-Haz Mat,20 Pine St,Manhattan,11/16/15 15:00,11/16/15 16:04,40.70754674,-74.00995133
Structural-Crane,,Brooklyn,11/18/16 13:12,,,
Fire-2nd Alarm,157-11 Sanford Avenue,Queens,12/8/16 4:58,12/8/16 9:14,40.71400364,-73.82998933
Fire-4th Alarm,515 West 50 Street,Manhattan,12/22/16 17:13,12/23/16 4:51,40.71442154,-74.00607638
Utility-Water Main,47-40 Davis Court,Queens,9/20/14 12:32,11/2/14 12:33,40.74220221,-73.94323096
Law Enforcement-Other,635 Madison Avenue,New York,7/22/14 14:48,11/2/14 12:33,40.76376711,-73.97126877
Fire-10-77 (Residential High Rise Fire),,Brooklyn,7/5/14 21:20,11/2/14 12:34,,
Utility-Gas Main Rupture,West 231st Street & Kingsbridge Ave,Bronx,7/26/11 20:28,7/27/11 6:53,40.87980696,-73.90657532
Fire-Explosion,18-01 20 Ave,Queens,7/27/11 19:49,7/28/11 16:24,40.78546901,-73.91442097
LawEnforcement-Suspicious Package,451 Carroll Street,Brooklyn,7/28/11 18:47,7/28/11 20:01,40.6774638,-73.98727713
Rescue-Technical,20 West 60 Street,Manhattan,7/29/11 14:41,7/29/11 16:52,40.76920126,-73.98281184
Medical-Injured Family Member of City Worker,6810 18 Avenue,Brooklyn,7/29/11 14:37,7/29/11 20:17,40.61727113,-73.99207204
Fire-Brush,300 Wild Avenue,Staten Island,4/24/14 18:19,4/24/14 20:12,40.58749367,-74.1909317
Transportation-Other,,Brooklyn,6/6/14 22:31,6/6/14 23:42,,
Law Enforcement-Suspicious Package,175-01 Van Wyck Expwy,Queens,11/16/15 21:24,11/16/15 22:24,,
Structural-Evacuation,85 Christopher Street,Manhattan,5/14/14 13:27,11/2/14 12:34,40.73349332,-74.00370569
Fire-2nd Alarm,9 E 78 Street,Manhattan,9/25/14 15:12,11/2/14 12:35,40.7760916,-73.96368486
Utility-Steam Main,46 Trinity Place,Manhattan,7/29/11 12:28,7/29/11 20:21,40.7075327,-74.01313258
Structural-Life Safety Violations,33 Harrison Ave,Staten Island,11/25/11 14:52,11/25/11 17:03,40.63677831,-74.13556425
Utility-Water Service Line,201 East 21 Street,Manhattan,11/26/11 15:29,11/27/11 0:16,40.73741174,-73.9837402
Utility-Power Outage,2700 Eastchester Rd,Bronx,11/27/11 1:59,11/27/11 19:06,40.86537817,-73.84332566
LawEnforcement-Suspicious Package,237 West 42 Street,Manhattan,11/27/11 21:09,11/27/11 21:57,40.75678477,-73.98870218
LawEnforcement-Suspicious Package,W 42 St & 8 Ave,Manhattan,9/19/11 15:57,11/27/11 22:00,40.75723227,-73.98979219
Fire-2nd Alarm,106-15 Queens Blvd,Queens,11/17/15 6:15,11/17/15 8:24,40.7226896,-73.84676011
Utility-Other,43 Street & Lexington Avenue,Manhattan,11/16/15 14:59,11/17/15 9:29,40.75211666,-73.975558
Law Enforcement-Other,158-18 Jamaica Avenue,Queens,11/17/15 12:36,11/17/15 13:32,40.70331437,-73.80026458
Structural-Partial Collapse,27 Greene Street,Manhattan,11/17/15 14:42,11/17/15 17:35,40.7213231,-74.00247482
Rescue-Confined Space,Fulton Street  & Downing Street,Brooklyn,11/18/15 11:34,11/18/15 12:31,40.6821623,-73.96059563
Transportation-Other,,Brooklyn,11/21/15 0:36,11/21/15 22:42,,
Utility-Other,15 West 126 Street,Manhattan,11/27/15 7:47,11/27/15 10:45,40.80742783,-73.94255041
Fire-2nd Alarm,404 East 49th Street,Brooklyn,11/28/15 5:51,11/28/15 10:11,40.65225251,-73.93146158
LawEnforcement-Suspicious Package,Clove Road  & Howard Ave,Staten Island,9/14/13 19:25,9/14/13 20:15,40.61241959,-74.09934988
Fire-1st Alarm,355 Bard Ave,Staten Island,3/28/14 8:20,3/28/14 12:43,40.63539793,-74.10666568
Fire-Haz Mat,263 Prospect Avenue,Brooklyn,8/12/14 17:34,8/12/14 20:12,40.66364409,-73.98968396
Structural-Collapse,1871 Greene Avenue,Queens,8/14/14 15:49,8/14/14 18:29,40.70684831,-73.91071309
Structural-Stability Problem,514 Broadway,Staten Island,12/1/15 19:00,12/1/15 21:03,40.62846372,-74.11605735
Law Enforcement-Suspicious Package,161 Street & River Avenue,Bronx,12/5/15 23:00,12/5/15 23:59,40.82781162,-73.92592933
Fire-4th Alarm,200 Willoughby Avenue,Brooklyn,2/15/13 2:29,2/15/13 18:32,40.69205556,-73.96395781
Structural-Scaffold,West 60 Street  & West End Avenue,Manhattan,2/17/13 22:05,2/18/13 4:45,40.77224053,-73.98999568
Fire-10-77 (Residential High Rise),1335 6 Ave,Manhattan,4/17/13 17:08,4/17/13 18:40,40.76221796,-73.97874176
Administration-Planned Event,,Brooklyn,7/7/15 17:54,7/10/15 20:49,,
Fire-10-77 (Residential High Rise Fire),220 West 49th Street,Manhattan,12/6/15 10:39,12/6/15 11:50,40.76098655,-73.98498703
Fire-2nd Alarm,42-67 Ketcham Street,Queens,12/7/15 4:35,12/7/15 11:36,40.73210052,-73.93633549
Law Enforcement-Suspicious Package,Court Street  & Remsen Street,Brooklyn,12/7/15 11:40,12/7/15 12:00,40.69304894,-73.99072878
Fire-3rd Alarm,8501 New Utrecht Avenue,Brooklyn,12/6/15 7:24,12/8/15 10:50,40.60751914,-74.00168548
Structural-Construction Accident,204 2 Avenue,Manhattan,12/9/15 14:43,12/9/15 15:34,40.73135432,-73.985654
Structural-Construction Accident,149-31 Powells Cove Boulevard,Queens,12/8/16 11:56,12/8/16 12:30,40.71400364,-73.82998933
Law Enforcement-Suspicious Package,West 51 Street  & 5 Avenue,Manhattan,12/23/16 19:35,12/23/16 20:06,40.71442154,-74.00607638
Transportation-Other,Avenue U & East 15 Street,Brooklyn,10/15/14 11:35,11/2/14 12:35,40.59883458,-73.95640284
Utility-Gas Main Rupture,85-01 24th Avenue,queens,10/24/14 8:23,11/2/14 12:36,40.76518368,-73.88419897
Law Enforcement-Suspicious Package,East 46 Street & 5 Avenue,Manhattan,9/20/14 14:08,11/2/14 12:38,40.75603135,-73.97902528
Utility-Water Main,2 Avenue & East 84 Street,manhattan,9/10/14 16:06,11/2/14 12:39,40.77656246,-73.95270477
Utility-Manhole,324 West 76th Street,Manhattan,7/29/11 23:09,7/29/11 23:31,40.78264229,-73.98319474
LawEnforcement-Suspicious Package,5th Ave & 20th Street,Brooklyn,8/1/11 8:38,8/1/11 10:06,40.66190963,-73.99283807
Utility-Manhole,328 E 59 St,Manhattan,7/29/11 15:08,8/1/11 16:24,40.76001816,-73.9629428
Utility-Water Main,West 149th Street & Saint Nicholas Ave,Manhattan,8/2/11 8:55,8/2/11 13:17,40.82664387,-73.94305775
LawEnforcement-Suspicious Package,West 44th Street & Broadway,Manhattan,8/2/11 22:23,8/2/11 22:49,40.75725655,-73.98582168
Transportation-Train Subway,E 125 St & Lexington Ave,Manhattan,8/3/11 4:33,8/3/11 13:45,40.80437577,-73.93742024
Structural-Scaffold,39 W 54th St,Manhattan,8/3/11 17:40,8/3/11 17:58,40.76161921,-73.9767313
Fire-10-77 (Residential High Rise),120 East 50 St,Manhattan,8/4/11 16:03,8/4/11 17:23,40.75666134,-73.97277339
Utility-Water Service Line,757 55th Street,Brooklyn,11/19/11 11:24,11/20/11 13:42,40.63881776,-74.0074405
Fire-Overturn Tractor Trailer,Vandervoort Ave & Cherry St,Brooklyn,11/21/11 7:37,11/21/11 9:59,40.72390826,-73.93761846
Fire-Hospital,599 Winthrop Street,Brooklyn,11/27/11 21:15,11/28/11 4:16,40.65771153,-73.94071147
LawEnforcement-Suspicious Package,61-10 BROADWAY,Queens,11/28/11 7:36,11/28/11 7:57,40.75061074,-73.90068223
Rescue-High Angle,East 122nd Street & Park Avenue,Manhattan,5/24/12 9:11,5/24/12 9:31,40.80312303,-73.94043747
Structural-Scaffold,300 Wyona St,Brooklyn,5/24/12 19:04,5/24/12 21:11,40.67154353,-73.89284393
Utility-Transformer,110 West 25 St.,Manhattan,5/9/13 19:14,5/11/13 0:14,40.7444447,-73.9925044
Structural-Crane,157 West 57 St.,Manhattan,5/1/13 13:36,5/11/13 12:48,40.76520433,-73.9792787
LawEnforcement-Suspicious Substance,1 Centre Street,Manhattan,5/30/13 10:46,5/31/13 12:55,40.71300094,-74.00418069
Law Enforcement-Suspicious Package,West 59th Street & Columbus Circle,Manhattan,12/10/15 23:07,12/10/15 23:52,40.76788907,-73.98151253
Structural-Construction Accident,153 East 87th Street,Manhattan,12/23/16 9:48,12/23/16 23:53,40.71442154,-74.00607638
Administration-Other,,Brooklyn,12/24/16 0:56,12/24/16 1:04,,
Fire-1st Alarm,28 East 48 Street,Manhattan,7/14/14 14:05,11/2/14 12:39,40.75650292,-73.97627829
Structural-Bricks,231 Franklin Avenue,Brooklyn,11/2/14 9:48,11/2/14 13:33,,
Fire-2nd Alarm,335 Rockaway Avenue,Brooklyn,6/26/14 21:41,11/2/14 20:35,40.67175133,-73.91124674
Utility-Life Safety Violations,2455  Grand Avenue,Bronx,7/23/11 16:15,8/4/11 22:46,40.86322327,-73.90296523
LawEnforcement-Suspicious Package,170 Avenue D,Manhattan,8/5/11 11:03,8/5/11 11:41,40.72574486,-73.9745214
Utility-Water Main,East 164 Street & Jerome Avenue,Bronx,8/4/11 6:37,8/5/11 18:04,40.83142398,-73.92642759
Utility-Water Condition,Freeman St & Southern Blvd,Bronx,8/5/11 15:44,8/6/11 7:56,40.83013694,-73.89187665
Fire-Haz Mat,1201 Gates Ave,Brooklyn,8/8/11 9:27,8/8/11 10:50,40.69252408,-73.91910192
Fire-Haz Mat,1114 64 Street,Brooklyn,12/9/15 20:53,12/11/15 2:21,40.62890647,-74.00475545
Fire-2nd Alarm,948 Brooklyn Avenue,Brooklyn,12/11/15 23:48,12/12/15 1:32,40.65046683,-73.94374147
Structural-Stability Problem,439 West 126th Street,Manhattan,12/12/15 11:49,12/12/15 18:58,40.81302425,-73.95472358
Fire-3rd Alarm,201 11th Avenue,manhattan,12/12/15 22:47,12/13/15 0:45,40.74965155,-74.00647119
Fire-School,417 Troy Avenue,Brooklyn,12/9/16 9:12,12/9/16 9:54,40.66418775,-73.93707461
Administration-Planned Event,,Queens,7/17/14 15:01,11/2/14 20:36,40.75552267,-73.84671399
Utility-Power Outage,w 28 street & Neptune Ave,Brooklyn,11/2/14 18:13,11/2/14 20:37,40.57788069,-73.99475861
Utility-Steam Main,East 65 Street & Park Avenue,Manhattan,8/4/11 1:55,8/9/11 10:22,40.76666718,-73.9670654
Fire-3rd Alarm,68 Thompson Street,Manhattan,8/5/11 2:16,8/9/11 11:26,40.72436977,-74.00304135
Transportation-Train Ground Level,West 34 Street & 7 Avenue,Manhattan,8/9/11 8:36,8/9/11 22:43,40.75099078,-73.99062327
Utility-Water Main,West 3rd Street & LaGuardia Place,Manhattan,8/9/11 13:14,8/10/11 0:19,40.72931035,-73.99788569
Utility-Gas High Pressure,120  W 106 St,Manhattan,5/25/12 9:53,5/25/12 11:49,40.79958377,-73.96370816
Utility-Network Condition,,Brooklyn,6/25/13 16:08,6/25/13 23:47,,
Fire-Sensitive Location,1347 Webster Avenue,Bronx,12/15/15 15:56,12/15/15 18:07,40.83581299,-73.90764897
Structural-Other,340 East 64th Street,Manhattan,12/7/15 22:13,12/16/15 8:37,40.76329201,-73.96103496
Transportation-Train Ground Level,400 West 31st Street,Manhattan,12/16/15 9:15,12/16/15 9:49,40.75158676,-73.99794273
Fire-2nd Alarm,1090 St. NIcholas Avenue,New York,12/18/15 2:02,12/18/15 4:04,40.83810419,-73.9399002
Utility-Power Outage,314 East 143 Street,Bronx,12/17/15 21:08,12/18/15 5:17,40.81439127,-73.92374777
Utility-Gas Main Rupture,53 East 65th Street,Manhattan,8/10/11 9:45,8/10/11 10:26,40.7670929,-73.96806158
Fire-3rd Alarm,1520 Sheridan Avenue,Bronx,8/6/11 22:42,8/11/11 12:40,40.84125031,-73.91120132
LawEnforcement-Suspicious Package,9 East 91 Street,Manhattan,11/28/11 14:47,11/28/11 15:39,40.78449663,-73.95754874
Structural-Construction Accident,329 Greenpoint Ave,Brooklyn,11/29/11 14:40,11/29/11 15:27,40.73148266,-73.94627095
Utility-Water Main,400 East 34th Street,Manhattan,5/28/12 23:29,5/29/12 8:17,40.74369528,-73.97332001
Administration-OEM Assistance Requested,West End Avenue & West 86th Street,Manhattan,5/29/12 11:31,5/29/12 13:39,40.78888017,-73.97785571
LawEnforcement-Suspicious Package,174 Scholes St,Brooklyn,5/30/12 14:20,5/31/12 0:59,40.70886949,-73.94244779
Utility-Water Main,26 Federal Plaza,Manhattan,5/31/12 8:52,5/31/12 11:01,40.71601467,-74.00474362
Administration-Drill,,Queens,6/19/14 15:44,6/21/14 16:32,,
HazMat-Fuel,,Brooklyn,12/10/14 0:33,12/10/14 2:47,,
Structural-Other,146 Wilson Street,Brooklyn,12/14/15 9:26,12/18/15 11:21,40.70579242,-73.96179353
Utility-Other,2501 grand concourse,Bronx,12/18/15 3:34,12/18/15 11:57,40.86271303,-73.89695016
Fire-Haz Mat,111-58 Van Wyck Expressway,Queens,12/20/15 14:28,12/20/15 15:14,40.68332105,-73.80647195
Transportation-Train Subway,234 West 34th Street,Manhattan,12/21/15 9:01,12/21/15 10:26,40.7515563,-73.99198387
Law Enforcement-Suspicious Package,228 Duffield Street,Brooklyn,12/22/15 10:55,12/22/15 13:04,40.69130533,-73.98439331
LawEnforcement-Suspicious Package,44  Wall Street,Manhattan,5/13/13 11:28,5/13/13 12:28,40.70653943,-74.00973838
LawEnforcement-Suspicious Package,East Houston Street & Crosby Street,Manhattan,5/13/13 22:58,5/13/13 23:12,40.72520963,-73.9958474
